id	label	query
1_3_14	8	SELECT course_id, title FROM course JOIN teaches USING (course_id) WHERE semester = '' AND year = '' AND course_id NOT IN (SELECT course_id FROM prereq)
1_3_15	8	SELECT course_id, title FROM course NATURAL JOIN section WHERE semester = '' AND year = '' AND course_id NOT IN (SELECT course_id FROM prereq)
1_3_16	8	SELECT DISTINCT course_id, title FROM course NATURAL JOIN section WHERE year = '' AND semester = '' AND course_id NOT IN (SELECT course_id FROM prereq)
1_3_17	8	SELECT course.course_id, course.title FROM course, takes WHERE course.course_id = takes.course_id AND takes.year = 2010 AND takes.semester = ''
1_3_18	8	SELECT DISTINCT course_id, title FROM section NATURAL JOIN course WHERE semester = '' AND year = 2010 AND course_id NOT IN (SELECT DISTINCT course_id FROM prereq)
1_3_19	8	SELECT course.course_id, course.title FROM section, course WHERE section.course_id = course.course_id AND section.year = '' AND section.semester = ''
1_3_20	8	SELECT course.course_id, course.title FROM course, section WHERE course.course_id = section.course_id AND section.year = '' AND semester = ''
1_3_21	8	SELECT section.course_id, course.title FROM section, course, prereq WHERE section.semester = '' AND section.course_id = course.course_id AND section.year = 2010
1_3_22	8	WITH a AS (SELECT course_id AS course_id, title AS title FROM course WHERE course.course_id NOT IN (SELECT DISTINCT course_id FROM prereq)) SELECT a.course_id, a.title FROM section, a WHERE a.course_id = section.course_id AND year = '' AND semester = ''
1_3_23	8	SELECT course.course_id, course.title FROM takes, course WHERE takes.course_id = course.course_id AND takes.semester = '' AND takes.year = ''
1_3_24	8	SELECT course.course_id, course.title FROM teaches, course WHERE teaches.course_id = course.course_id AND teaches.year = 2010 AND teaches.semester = '' AND NOT EXISTS (SELECT * FROM prereq WHERE prereq.course_id = course.course_id)
1_3_25	8	SELECT course.course_id, course.title FROM course, section, prereq WHERE section.year = 2010 AND section.semester = '' AND section.course_id = course.course_id
1_3_26	8	SELECT DISTINCT course_id, title FROM teaches NATURAL JOIN course WHERE semester = '' AND year = ''
1_3_27	8	SELECT course_id FROM course AS except
1_3_28	8	SELECT course.course_id, course.title FROM section, course WHERE section.course_id = course.course_id AND section.semester = '' AND section.year = '' AND section.course_id NOT IN (SELECT prereq.course_id FROM prereq, course, section WHERE course.course_id = prereq.course_id AND section.course_id = course.course_id AND section.semester = '' AND year = '')
1_3_29	8	SELECT course.course_id, course.title FROM course, teaches WHERE teaches.semester = '' AND teaches.year = '' AND teaches.course_id = course.course_id
1_3_30	8	SELECT course_id, title FROM course NATURAL JOIN section WHERE year = '' AND semester = ''
1_3_31	8	SELECT course.course_id FROM course JOIN section ON course.course_id = section.course_id WHERE section.semester = '' AND section.year = 2010
1_3_32	8	SELECT * FROM (SELECT DISTINCT course_id FROM teaches WHERE year = 2010) arbit1 JOIN (SELECT DISTINCT course_id FROM prereq) arbit2 ON arbit1.course_id = arbit2.course_id
1_3_33	8	SELECT DISTINCT course_id, title FROM course NATURAL JOIN section WHERE semester = '' AND year = 2010 AND course_id NOT IN (SELECT course_id FROM prereq)
1_3_34	8	SELECT DISTINCT course.course_id, course.title FROM course, section, prereq WHERE course.course_id = section.course_id AND section.semester = '' AND section.year = 2010 AND course.course_id NOT IN (SELECT prereq.course_id FROM prereq)
1_3_35	8	SELECT DISTINCT course.course_id, course.title FROM course, section, prereq WHERE section.semester = '' AND section.year = '' AND course.course_id = section.course_id AND course.course_id NOT IN (SELECT course_id FROM prereq)
1_3_36	8	SELECT course.course_id, title FROM course, section WHERE section.course_id = course.course_id AND year = '' AND semester = ''
1_3_37	8	SELECT DISTINCT course.course_id, course.title FROM course, takes WHERE course.course_id = takes.course_id AND takes.semester = '' AND takes.year = ''
1_3_38	8	SELECT course_id, title FROM course NATURAL JOIN takes WHERE semester = '' AND year = '' AND course_id NOT IN (SELECT course_id FROM prereq)
1_3_39	8	SELECT DISTINCT section.course_id, course.title FROM course, section, prereq WHERE course.course_id = section.course_id AND section.course_id NOT IN (SELECT prereq.course_id FROM prereq) AND section.semester = '' AND section.year = 2010
1_3_40	8	SELECT DISTINCT course.course_id, course.title FROM section, course WHERE section.semester = '' AND section.year = '' AND section.course_id = course.course_id
1_3_41	8	SELECT course.course_id, course.title FROM course WHERE course.course_id NOT IN (SELECT course_id FROM prereq)
1_3_42	8	SELECT course.course_id FROM course, section WHERE section.semester = '' AND section.year = '' AND course.course_id = section.course_id
1_3_43	8	SELECT course.course_id, course.title FROM section, course, prereq WHERE section.semester = '' AND section.year = '' AND section.course_id = course.course_id
1_3_44	8	SELECT course.course_id, title FROM course, section WHERE course.course_id NOT IN (SELECT course_id FROM prereq) AND course.course_id = section.course_id AND semester = '' AND year = 2010
1_3_45	8	SELECT course_id FROM section NATURAL JOIN course WHERE semester = '' AND year = ''
1_3_46	8	SELECT course.course_id, title FROM course, section WHERE section.semester = '' AND section.year = 2010 AND section.course_id = course.course_id
1_3_47	8	SELECT DISTINCT section.course_id, course.title FROM section, course WHERE section.semester = '' AND section.year = '' AND section.course_id = course.course_id
1_3_48	8	SELECT course.course_id, title FROM course, section WHERE course.course_id = section.course_id AND semester = '' AND year = ''
1_3_49	8	SELECT course.course_id, course.title FROM section, course WHERE section.semester = '' AND section.year = '' AND section.course_id = course.course_id
1_3_50	8	SELECT course.course_id, course.title FROM course, section WHERE section.semester = '' AND section.year = '' AND section.course_id = course.course_id
1_3_51	8	SELECT DISTINCT course.course_id, title FROM course, prereq, section WHERE NOT (course.course_id = prereq.course_id) AND section.course_id = course.course_id AND section.semester = '' AND section.year = ''
1_4_1	9	SELECT abc.id, bdc.name FROM (SELECT name, id, course_id, year, time_slot_id, semester FROM takes NATURAL JOIN section NATURAL JOIN student) abc, (SELECT name, id, course_id, year, time_slot_id, semester FROM takes NATURAL JOIN section NATURAL JOIN student) bdc WHERE abc.year = bdc.year AND abc.time_slot_id = bdc.time_slot_id AND abc.semester = bdc.semester AND abc.course_id <> bdc.course_id AND abc.id = bdc.id
1_4_2	9	WITH a AS (SELECT id, name, semester, year, time_slot_id FROM student NATURAL JOIN takes NATURAL JOIN section) SELECT DISTINCT id, name FROM a GROUP BY id, name, semester, year, time_slot_id HAVING count(*) > 1
1_4_3	9	WITH rel AS (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) SELECT a.id, a.name FROM rel AS a, rel AS b WHERE a.id = b.id AND a.semester = b.semester AND a.year = b.year AND a.time_slot_id = b.time_slot_id AND NOT a.sec_id = b.sec_id
1_4_4	9	SELECT DISTINCT b.id, b.name FROM (SELECT * FROM section NATURAL JOIN takes NATURAL JOIN student) a, (SELECT * FROM section NATURAL JOIN takes NATURAL JOIN student) b WHERE a.id = b.id AND a.semester = b.semester AND a.year = b.year AND a.time_slot_id = b.time_slot_id AND a.course_id <> b.course_id
1_4_5	9	WITH timeslotids AS (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) SELECT DISTINCT a.id, a.name FROM timeslotids AS a, timeslotids AS b WHERE a.year = b.year AND a.course_id <> b.course_id AND a.semester = b.semester AND a.id = b.id AND a.time_slot_id = b.time_slot_id
1_4_6	9	SELECT DISTINCT student.id, student.name FROM student, takes, section AS a, section AS b WHERE student.id = takes.id AND takes.course_id = a.course_id AND takes.course_id = b.course_id AND a.course_id <> b.course_id AND a.time_slot_id = b.time_slot_id
1_4_7	9	SELECT DISTINCT student.id, student.name FROM section AS s1, section AS s2, student, takes AS t1, takes AS t2 WHERE t1.id = t2.id AND s1.course_id = t1.course_id AND s2.course_id = t2.course_id AND s1.sec_id = t1.sec_id AND s2.sec_id = t2.sec_id AND s1.semester = t1.semester AND s2.semester = t2.semester AND s1.year = t1.year AND s2.year = t2.year AND t1.id = student.id AND NOT (s1.course_id = s2.course_id) AND s1.time_slot_id = s2.time_slot_id
1_4_8	9	SELECT id, name FROM (SELECT id, semester, year, time_slot_id, count(*) AS no_of_courses FROM takes NATURAL JOIN section GROUP BY id, semester, year, time_slot_id) a NATURAL JOIN student WHERE no_of_courses > 1
1_4_9	9	SELECT student.id, name, s1.time_slot_id, s2.time_slot_id, t1.course_id, t2.course_id FROM student, takes AS t1, section AS s1, takes AS t2, section AS s2 WHERE student.id = t1.id AND student.id = t2.id AND t1.course_id = s1.course_id AND t1.sec_id = s1.sec_id AND t1.semester = s1.semester AND t1.year = s1.year AND t2.course_id = s2.course_id AND t2.sec_id = s2.sec_id AND t2.semester = s2.semester AND t2.year = s2.year AND t1.course_id <> t2.course_id AND t1.semester = t2.semester AND t1.year = t2.year AND s1.time_slot_id = s2.time_slot_id
1_4_10	9	SELECT id, name FROM (SELECT id, student.name, semester, year, section.time_slot_id, count(*) AS num FROM student NATURAL JOIN takes NATURAL JOIN section GROUP BY id, student.name, semester, year, section.time_slot_id) a WHERE num > 1
1_4_11	9	WITH conflict_ids AS (SELECT id, time_slot_id, count(time_slot_id) FROM takes NATURAL JOIN section GROUP BY id, time_slot_id HAVING count(time_slot_id) > 1) SELECT id, name FROM conflict_ids NATURAL JOIN student
1_4_12	9	SELECT abc.id, abc.name FROM (SELECT course_id, sec_id, semester, year, id, name, time_slot_id FROM student, takes, section) abc, (SELECT course_id, sec_id, semester, year, name, id, time_slot_id FROM student NATURAL JOIN takes) NATURAL JOIN section) pqr WHERE abc.course_id <> pqr.course_id AND abc.id = pqr.id AND abc.semester = pqr.semester AND abc.year = pqr.year AND abc.time_slot_id = pqr.time_slot_id
1_4_13	9	SELECT id, name FROM student WHERE id IN (SELECT a.id FROM takes AS a, takes AS b, section AS c, section AS d, time_slot WHERE b.id = a.id AND b.semester = a.semester AND b.year = a.year AND a.course_id <> b.course_id AND c.course_id = a.course_id AND d.course_id = b.course_id AND d.time_slot_id = c.time_slot_id)
1_4_14	9	SELECT DISTINCT id, name FROM (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section NATURAL JOIN time_slot) a WHERE (SELECT count(b.id) FROM (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section NATURAL JOIN time_slot) b WHERE a.id = b.id AND a.course_id <> b.course_id AND a.time_slot_id = b.time_slot_id AND a.semester = b.semester AND a.year = b.year) > 1
1_4_15	9	SELECT DISTINCT student.id, student.name FROM section AS s1, section AS s2, student, takes AS t1, takes AS t2 WHERE t1.course_id = s1.course_id AND t1.sec_id = s1.sec_id AND t1.semester = s1.semester AND t1.year = s1.year AND t2.course_id = s2.course_id AND t2.sec_id = s2.sec_id AND t2.semester = s2.semester AND t2.year = s2.year AND s1.time_slot_id = s2.time_slot_id AND t1.course_id <> t2.course_id AND student.id = t1.id AND student.id = t2.id
1_4_16	9	SELECT DISTINCT id, name, time_slot_id, count(id) FROM student NATURAL JOIN takes JOIN section USING (course_id, sec_id, semester, year) GROUP BY id, name, time_slot_id, semester, year HAVING count(id) = 2
1_4_17	9	WITH joint_table AS (SELECT DISTINCT id, course_id, sec_id, semester, year, time_slot_id FROM takes NATURAL JOIN section), conflict AS (SELECT a.id FROM joint_table AS a, joint_table AS b WHERE a.id = b.id AND NOT (a.course_id = b.course_id) AND a.time_slot_id = b.time_slot_id AND a.year = b.year AND a.semester = b.semester) SELECT DISTINCT student.id, name FROM student, conflict WHERE conflict.id = student.id
1_4_18	9	SELECT DISTINCT s.id, s.name FROM (SELECT * FROM student NATURAL JOIN section NATURAL JOIN takes) s, (SELECT * FROM student NATURAL JOIN section NATURAL JOIN takes) t WHERE s.id = t.id AND s.semester = t.semester AND s.year = t.year AND s.time_slot_id = t.time_slot_id AND s.sec_id <> t.sec_id
1_4_19	9	WITH new AS (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) SELECT t.id, t.name FROM new AS t, new AS s WHERE s.year = t.year AND s.semester = t.semester AND s.id = t.id AND s.course_id <> t.course_id AND s.time_slot_id = t.time_slot_id
1_4_20	9	SELECT DISTINCT student1.id, student1.name FROM (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) student1, (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) student2 WHERE student1.name = student2.name AND student1.course_id <> student2.course_id AND student1.time_slot_id = student2.time_slot_id
1_4_21	9	SELECT student.id, student.name FROM student WHERE student.id IN (SELECT DISTINCT a.id FROM takes AS a, takes AS b WHERE a.id = b.id AND a.course_id <> b.course_id AND a.year = b.year AND a.semester = b.semester AND a.course_id IN (SELECT c.course_id FROM section AS c, section AS d WHERE c.time_slot_id = d.time_slot_id AND c.course_id <> d.course_id AND a.course_id = c.course_id AND b.course_id = d.course_id))
1_4_22	9	SELECT DISTINCT a.id, a.name FROM (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) a, (SELECT * FROM section NATURAL JOIN takes NATURAL JOIN student) b WHERE a.name = b.name AND a.time_slot_id = b.time_slot_id AND a.course_id <> b.course_id
1_4_23	9	SELECT id, name FROM (SELECT id, name, semester, year, time_slot_id, count(*) FROM student NATURAL JOIN takes NATURAL JOIN section GROUP BY id, name, semester, year, time_slot_id HAVING count(*) > 1) a
1_4_24	9	WITH data1 AS (SELECT student.name, takes.id, section.course_id, section.time_slot_id, section.year, section.semester FROM takes, section, student WHERE takes.course_id = section.course_id AND student.id = takes.id), data2 AS (SELECT student.name, takes.id, section.course_id, section.time_slot_id, section.year, section.semester FROM takes, section, student WHERE takes.course_id = section.course_id AND student.id = takes.id) SELECT data1.id, data1.name FROM data1, data2 WHERE data1.id = data2.id AND data1.time_slot_id = data2.time_slot_id AND data1.year = data2.year AND data1.semester = data2.semester AND data1.course_id <> data2.course_id
1_4_25	9	SELECT student.id, student.name FROM section AS s1, section AS s2, takes AS t1, takes AS t2, student WHERE s1.sec_id = s2.sec_id AND s1.semester = s2.semester AND s1.year = s2.year AND NOT (s1.course_id = s2.course_id) AND t1.id = student.id AND s1.time_slot_id = s2.time_slot_id AND s1.sec_id = t1.sec_id AND s1.semester = t1.semester AND s1.year = t1.year AND s1.course_id = t1.course_id AND s2.course_id = t2.course_id AND t1.id = t2.id
1_4_26	9	SELECT * FROM (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) a, (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) b WHERE a.id = b.id AND a.year = b.year AND a.semester = b.semester AND a.time_slot_id = b.time_slot_id AND a.course_id <> b.course_id
1_4_27	9	WITH t1 AS (SELECT student.name, student.id, takes.course_id, section.year, section.semester, section.time_slot_id FROM student, takes, section WHERE student.id = takes.id AND takes.year = section.year AND takes.semester = section.semester AND section.course_id = takes.course_id), t2 AS (SELECT student.name, student.id, takes.course_id, section.year, section.semester, section.time_slot_id FROM student, takes, section WHERE student.id = takes.id AND takes.year = section.year AND takes.semester = section.semester AND section.course_id = takes.course_id) SELECT t1.id, t1.name FROM t1, t2 WHERE t1.name = t2.name AND t1.id = t2.id AND t1.year = t2.year AND t1.semester = t2.semester AND t1.time_slot_id = t2.time_slot_id AND t1.course_id <> t2.course_id
1_4_28	9	WITH try AS (SELECT id, name, time_slot_id, semester, year FROM student NATURAL JOIN takes NATURAL JOIN section) SELECT id, name FROM try GROUP BY id, name, time_slot_id, semester, year HAVING count(*) > 1
1_4_29	9	SELECT DISTINCT student.id, student.name FROM student, takes, section WHERE takes.semester = section.semester AND takes.year = section.year AND takes.id = student.id AND takes.course_id = section.course_id AND EXISTS (SELECT * FROM takes AS t_in, section AS sec_in WHERE takes.course_id <> t_in.course_id AND takes.id = t_in.id AND section.time_slot_id = sec_in.time_slot_id AND sec_in.course_id = t_in.course_id AND sec_in.year = t_in.year AND sec_in.semester = t_in.semester AND sec_in.semester = section.semester AND sec_in.year = section.year)
1_4_30	9	WITH newrel AS (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) SELECT a.id, a.name FROM newrel AS a, newrel AS b WHERE a.id = b.id AND a.time_slot_id = b.time_slot_id AND a.year = b.year AND a.semester = b.semester AND a.course_id <> b.course_id
1_4_31	9	SELECT tab1.id, tab1.name FROM (SELECT id, name, course_id, time_slot_id, semester, year FROM takes NATURAL JOIN student NATURAL JOIN section) tab1, (SELECT id, name, course_id, time_slot_id, semester, year FROM takes NATURAL JOIN student NATURAL JOIN section) tab2 WHERE tab1.time_slot_id = tab2.time_slot_id AND tab1.id = tab2.id AND tab1.semester = tab2.semester AND tab1.year = tab2.year AND tab1.course_id <> tab2.course_id
1_4_32	9	SELECT * FROM (SELECT id, name, time_slot_id FROM (SELECT * FROM (SELECT * FROM student NATURAL JOIN takes) b1) a, section WHERE a.course_id = section.course_id) a1
1_4_33	9	SELECT student.id, student.name FROM student WHERE student.id IN (SELECT takes.id FROM takes, section WHERE takes.course_id = section.course_id AND takes.sec_id = section.sec_id AND takes.semester = section.semester AND takes.year = section.year GROUP BY takes.id, takes.semester, takes.year, section.time_slot_id HAVING count(*) > 1)
1_4_34	9	SELECT DISTINCT student.id, student.name FROM takes AS t1, takes AS t2, student, section AS s1, section AS s2 WHERE student.id = t1.id AND student.id = t2.id AND t1.course_id = s1.course_id AND t1.sec_id = s1.sec_id AND t1.semester = s1.semester AND t1.year = s1.year AND t2.course_id = s2.course_id AND t2.sec_id = s2.sec_id AND t2.semester = s2.semester AND t2.year = s2.year AND s1.time_slot_id = s2.time_slot_id AND t1.year = t2.year AND t1.semester = t2.semester AND t1.course_id <> t2.course_id
1_4_35	9	SELECT id, name FROM (SELECT id, name, course_id, semester, year, sec_id, time_slot_id, count(*) FROM student NATURAL JOIN takes NATURAL JOIN section GROUP BY semester, year, id, name, time_slot_id HAVING count(*) > 1) a
1_4_36	9	SELECT DISTINCT a.id FROM takes AS a, takes AS b, section AS c, section AS d WHERE a.id = b.id AND a.semester = c.semester AND a.sec_id = c.sec_id AND a.year = c.year AND b.year = d.year AND b.semester = d.semester AND b.sec_id = d.sec_id AND a.course_id = c.course_id AND b.course_id = d.course_id AND c.time_slot_id = d.time_slot_id AND c.course_id <> d.course_id
1_4_37	9	WITH required AS (SELECT * FROM section NATURAL JOIN takes) SELECT r1.id, r1.course_id FROM required AS r1, required AS r2 WHERE r1.course_id <> r2.course_id AND r1.semester = r2.semester AND r1.year = r2.year AND r1.time_slot_id = r2.time_slot_id AND r1.id = r2.id
1_4_38	9	SELECT s.id, s.name FROM (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section NATURAL JOIN time_slot) s, (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section NATURAL JOIN time_slot) t WHERE s.id = t.id AND s.semester = t.semester AND s.year = t.year AND s.sec_id = t.sec_id AND s.time_slot_id = t.time_slot_id AND s.course_id <> t.course_id
1_4_39	9	SELECT DISTINCT a.id, a.name FROM (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) a, (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) b WHERE a.name = b.name AND a.time_slot_id = b.time_slot_id AND a.course_id <> b.course_id
1_4_40	9	SELECT id, name FROM section NATURAL JOIN takes NATURAL JOIN student GROUP BY id, name, semester, year, time_slot_id HAVING count(*) > 1
1_4_41	9	SELECT DISTINCT student.id, student.name FROM student, takes AS s, takes AS t, section AS m, section AS n WHERE student.id = t.id AND student.id = s.id AND NOT s.course_id = t.course_id AND m.course_id = s.course_id AND n.course_id = t.course_id AND m.time_slot_id = n.time_slot_id AND m.semester = n.semester AND m.year = n.year
1_4_42	9	WITH compare AS (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) SELECT t.id, t.name FROM compare AS t, compare AS s WHERE t.time_slot_id = s.time_slot_id AND t.semester = s.semester AND t.year = s.year AND t.id = s.id AND t.course_id <> s.course_id
1_4_43	9	SELECT id, name FROM (SELECT id, student.name, semester, year, section.time_slot_id, count(*) AS abc FROM student NATURAL JOIN takes NATURAL JOIN section GROUP BY id, student.name, semester, year, section.time_slot_id) a WHERE abc > 1
1_4_44	9	WITH table_new AS (SELECT id, name, semester, year, time_slot_id, course_id FROM student NATURAL JOIN takes NATURAL JOIN section) SELECT id, name FROM table_new AS n WHERE (SELECT count(*) FROM table_new AS m WHERE n.id = m.id AND n.name = m.name AND n.semester = m.semester AND n.year = m.year AND n.time_slot_id = m.time_slot_id) > 1
1_4_45	9	SELECT DISTINCT first.id, first.name FROM (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) first, (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) second WHERE first.name = second.name AND first.course_id <> second.course_id AND first.time_slot_id = second.time_slot_id
1_4_46	9	SELECT DISTINCT s.id, s.name FROM student AS s, takes AS t1, takes AS t2, section AS s1, section AS s2 WHERE s.id = t1.id AND s.id = t2.id AND t1.id = t2.id AND NOT t1.course_id = t2.course_id AND t2.sec_id = t1.sec_id AND t2.year = t1.year AND t2.semester = t1.semester AND s1.sec_id = t1.sec_id AND s1.year = t1.year AND s1.semester = t1.semester AND s1.course_id = t1.course_id AND s2.sec_id = t2.sec_id AND s2.year = t2.year AND s2.semester = t2.semester AND s2.course_id = t2.course_id AND s1.time_slot_id = s2.time_slot_id
1_4_47	9	WITH same_course AS (SELECT a.id, a.course_id AS course1, b.course_id AS course2, a.year, a.semester FROM takes AS a, takes AS b WHERE a.id = b.id AND a.semester = b.semester AND a.year = b.year AND a.course_id < b.course_id) SELECT DISTINCT student.id, student.name FROM same_course AS c, section AS a, section AS b, student WHERE a.course_id = course1 AND b.course_id = course2 AND a.semester = b.semester AND a.semester = c.semester AND a.year = b.year AND a.year = c.year AND a.time_slot_id = b.time_slot_id AND c.id = student.id
1_4_48	9	WITH viewer AS (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) SELECT a.id, a.name FROM viewer AS a, viewer AS b WHERE a.id = b.id AND a.year = b.year AND a.semester = b.semester AND a.time_slot_id = b.time_slot_id AND a.course_id <> b.course_id
1_4_49	9	SELECT id, name FROM section NATURAL JOIN takes NATURAL JOIN student GROUP BY id, semester, year, time_slot_id, name HAVING count(*) > 1
1_4_50	9	WITH new1 AS (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section AS a) SELECT s.id, s.name FROM new1 AS s, new1 AS t WHERE s.id = t.id AND s.year = t.year AND s.semester = t.semester AND s.time_slot_id = t.time_slot_id AND s.course_id <> t.course_id
1_4_51	9	WITH clash AS (SELECT t1.id AS id, t1.time_slot_id AS ts FROM (SELECT * FROM section NATURAL JOIN takes AS t) t1 WHERE t1.time_slot_id IN (SELECT s1.time_slot_id FROM (SELECT * FROM section NATURAL JOIN takes AS s) s1 WHERE s1.id = t1.id AND s1.course_id <> t1.course_id AND t1.semester = s1.semester AND t1.year = s1.year)) SELECT DISTINCT student.id, student.name, clash.ts FROM student, clash WHERE clash.id = student.id
1_4_52	9	SELECT id, name FROM student WHERE id IN (SELECT DISTINCT s.id FROM (SELECT * FROM takes NATURAL JOIN section) s, (SELECT * FROM takes NATURAL JOIN section) t WHERE s.id = t.id AND s.time_slot_id = t.time_slot_id AND NOT (s.course_id = t.course_id))
1_4_53	9	WITH x AS (SELECT * FROM takes NATURAL JOIN section) SELECT DISTINCT a.id, student.name FROM (SELECT * FROM x) a, student WHERE a.id = student.id AND EXISTS (SELECT * FROM x AS b WHERE a.semester = b.semester AND a.year = b.year AND a.id = b.id AND a.course_id <> b.course_id AND a.time_slot_id = b.time_slot_id)
1_4_54	9	SELECT DISTINCT student.id, student.name FROM student, takes, section AS s, section AS t WHERE student.id = takes.id AND takes.semester = s.semester AND takes.semester = t.semester AND takes.year = s.year AND takes.year = t.year AND takes.course_id = s.course_id AND takes.course_id = t.course_id AND takes.sec_id = s.sec_id AND takes.sec_id = t.sec_id AND s.course_id <> t.course_id AND s.time_slot_id = t.time_slot_id
1_4_55	9	SELECT id, name FROM student WHERE id IN (SELECT DISTINCT b.id FROM takes AS a, takes AS b, section AS c, section AS d WHERE a.id = b.id AND a.course_id <> b.course_id AND a.course_id = c.course_id AND a.sec_id = c.sec_id AND d.sec_id = b.sec_id AND a.semester = c.semester AND d.semester = b.semester AND a.year = c.year AND d.year = b.year AND b.course_id = d.course_id AND c.time_slot_id = d.time_slot_id)
1_4_56	9	SELECT id, name FROM student WHERE id IN (SELECT DISTINCT s.id FROM (SELECT * FROM takes NATURAL JOIN section) s, (SELECT * FROM takes NATURAL JOIN section) t WHERE s.id = t.id AND s.time_slot_id = t.time_slot_id AND s.course_id <> t.course_id)
1_4_57	9	WITH rel AS (SELECT * FROM (SELECT id, name, start_hr, start_min, course_id, year, semester FROM student NATURAL JOIN takes NATURAL JOIN section NATURAL JOIN time_slot) a) SELECT DISTINCT a.id, a.name FROM rel AS a, rel AS b WHERE a.name = b.name AND a.start_hr = b.start_hr AND a.start_min = b.start_min AND a.year = b.year AND a.semester = b.semester AND a.course_id <> b.course_id
1_4_58	9	SELECT student.id, student.name FROM student, takes, section AS s, section AS t WHERE student.id = takes.id AND takes.course_id = s.course_id AND takes.sec_id = s.sec_id AND takes.semester = s.semester AND takes.year = s.year AND takes.course_id = t.course_id AND takes.sec_id = t.sec_id AND takes.semester = t.semester AND takes.year = t.year AND t.course_id <> s.course_id AND t.time_slot_id = s.time_slot_id
1_4_59	9	SELECT student.id, count(id) FROM section JOIN takes USING (course_id) NATURAL JOIN student GROUP BY id, name HAVING count(id) = 2
1_4_60	9	WITH tab AS (SELECT student.id, name, section.course_id, time_slot_id FROM student, takes, section WHERE takes.id = student.id AND takes.course_id = section.course_id) SELECT DISTINCT t.id, t.name FROM tab AS t, tab AS s WHERE t.name = s.name AND t.time_slot_id = s.time_slot_id AND t.course_id <> s.course_id
1_4_61	9	SELECT DISTINCT t.id, t.name FROM (SELECT DISTINCT name, id, time_slot_id, course_id FROM student NATURAL JOIN takes NATURAL JOIN section) t, (SELECT DISTINCT name, id, time_slot_id, course_id FROM student NATURAL JOIN takes NATURAL JOIN section) n WHERE t.name = n.name AND t.time_slot_id = n.time_slot_id AND t.course_id <> n.course_id
1_4_62	9	SELECT id FROM (SELECT id, semester, year, time_slot_id, count(*) FROM student NATURAL JOIN takes NATURAL JOIN section GROUP BY id, semester, year, time_slot_id HAVING count(*) > 1) a
1_4_63	9	SELECT DISTINCT student.name, takes.id, s1.course_id, s2.course_id FROM section AS s1, section AS s2, takes, student WHERE takes.course_id = s1.course_id AND s1.course_id <> s2.course_id AND s1.time_slot_id = s2.time_slot_id AND s1.semester = s2.semester AND s1.year = s2.year AND takes.sec_id = s1.sec_id AND s1.semester = takes.semester AND s1.year = takes.year AND student.id = takes.id AND s2.time_slot_id = s2.time_slot_id AND takes.sec_id = s2.sec_id AND s2.semester = takes.semester AND s2.year = takes.year
1_4_64	9	WITH tab_new AS (SELECT id, name, year, semester, time_slot_id, course_id FROM student NATURAL JOIN takes NATURAL JOIN section) SELECT a1.id, a1.name FROM tab_new AS a1, tab_new AS a2 WHERE a1.course_id <> a2.course_id AND a1.id = a2.id AND a1.year = a2.year AND a1.semester = a2.semester AND a1.time_slot_id = a2.time_slot_id
1_4_65	9	SELECT DISTINCT student1.id, student1.name FROM (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) student1, (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) student2 WHERE student1.name = student2.name AND student1.course_id <> student2.course_id AND student1.time_slot_id = student2.time_slot_id AND student1.semester = student2.semester AND student1.year = student2.year
1_4_66	9	SELECT DISTINCT first.id, first.name FROM (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) first, (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) second WHERE first.name = second.name AND first.course_id <> second.course_id AND first.time_slot_id = second.time_slot_id AND first.semester = second.semester AND first.year = second.year
1_4_67	9	SELECT DISTINCT a.id, a.name FROM (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) a, (SELECT * FROM student NATURAL JOIN takes NATURAL JOIN section) b WHERE a.name = b.name AND a.year = b.year AND a.semester = b.semester AND a.time_slot_id = b.time_slot_id AND a.course_id <> b.course_id
1_5_1	10	SELECT DISTINCT dept_name FROM course WHERE credits = (SELECT max(credits) FROM course)
