Year	StudentID	Score	Note	Answer	Normalization	fixing error
2014	50096842	6	add FROM clause to the last subquery	Select count(distinct (b.species)) from Birds b Natural Join Sightings S1 where S1.oid in (Select oid from Observers O natural join Sightings S where O.oid in (Select max(count(distinct S.oid)) where S.when = '12/15/13'))	SELECT Count(DISTINCT b.species) FROM Birds b NATURAL JOIN Sightings S1 WHERE S1.oid IN (SELECT oid FROM Observers O NATURAL JOIN Sightings S WHERE O.oid IN (SELECT MAX(Count(DISTINCT S.oid)) WHERE S.when = date('2013-12-15')))	SELECT Count(DISTINCT b.species) FROM Birds b NATURAL JOIN Sightings S1 WHERE S1.oid IN (SELECT oid FROM Observers O NATURAL JOIN Sightings S WHERE O.oid IN (SELECT MAX(Count(DISTINCT S.oid)) FROM Sightings S WHERE S.col_when = date('2013-12-15')))
2014	50096960	9	empty	"SELECT (COUNT(DISTINCT(SPECIES))) FROM BIRDS, SIGHTINGS WHERE oid IN (SELECT oid FROM SIGHTINGS GROUP BY oid ORDER BY COUNT(bid) LIMIT 1)"	"SELECT Count(DISTINCT species) FROM Birds, Sightings WHERE oid IN (SELECT oid FROM Sightings GROUP BY oid ORDER BY Count(bid) LIMIT 1)"	empty
2014	50096964	0	blank	[blank]	empty	empty
2014	50096966	4	add parenthesis for last subquery	"Select R.oid, count(R.species) as counter FROM (Select Distinct t.oid, species from Birds INNER JOIN (Select oid, t.bid from Sightings where when = '15/12/13') t ON Birds.bid = t.bid) R GROUP BY R.oid HAVING count(R.species) = SELECT max(Counter) FROM R"	"SELECT R.oid, Count(R.species) AS counter FROM (SELECT DISTINCT t.oid, species FROM Birds INNER JOIN (SELECT oid, t.bid FROM Sightings WHERE when = date('2013-12-15')) t ON Birds.bid = t.bid) R GROUP BY R.oid HAVING Count(R.species) = SELECT MAX(Counter) FROM R"	"SELECT R.oid, Count(R.species) AS counter FROM (SELECT DISTINCT t.oid, species FROM Birds INNER JOIN (SELECT oid, t.bid FROM Sightings WHERE col_when = date('2013-12-15')) t ON Birds.bid = t.bid) R GROUP BY R.oid HAVING Count(R.species) = (SELECT MAX(Counter) FROM R)"
2014	50096968	4	empty	"Select count(DISTINCT b.bid) From Birds b, Sightings Where s.oid in (Select S.oid From Sightings s Where count(s.bid) = (Select max(s.bid) From Sightings S Where S.date = '12/15/13'))"	"SELECT Count(DISTINCT b.bid) FROM Birds b, Sightings s WHERE s.oid IN (SELECT S.oid FROM Sightings s WHERE Count(s.bid) = (SELECT MAX(s.bid) FROM Sightings s Where s.date = date('2013-12-15')))"	empty
2014	50096975	0	incomplete	[incomplete]	empty	empty
2014	50097062	12	empty	"SELECT A.COUNTDIST FROM (SELECT oid, COUNT(DISTINCT bid) AS COUNTDIST FROM SIGHTINGS GROUP BY oid) A, (SELECT oid, COUNT(*) AS COUNT1 FROM SIGHTINGS WHERE when = 'DECEMBER 15 2013' GROUP BY oid ORDER BY COUNT(*) DESC LIMIT 1) B WHERE A.oid = B.oid"	"SELECT A.COUNTDIST FROM (SELECT oid, Count(DISTINCT bid) AS COUNTDIST FROM Sightings GROUP BY oid) A, (SELECT oid, Count(*) AS COUNT1 FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid ORDER BY Count(*) DESC LIMIT 1) B WHERE A.oid = B.oid"	empty
2014	50097064	12	"TOP --> LIMIT 1, add oid in SELECT clause"	select count(*) from (select distinct bid from sightings where oid in (select top(1) from sightings where when = '12/15/13' group by oid order by count(*)))	SELECT Count(*) FROM (SELECT DISTINCT bid FROM Sightings WHERE oid IN (SELECT top(1) FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid ORDER BY Count(*)))	SELECT Count(*) FROM (SELECT DISTINCT bid FROM Sightings WHERE oid IN (SELECT oid FROM Sightings WHERE col_when = date('2013-12-15') GROUP BY oid ORDER BY Count(*) LIMIT 1))
2014	50097066	6	empty	"SELECT DISTINCT b.species FROM Birds b, WHERE b.bid IN (SELECT DISTINCT S.bid FROM Sightings S WHERE S.oid = (SELECT max(S.oid) FROM Sightings S GROUP BY S.oid))"	SELECT DISTINCT b.species FROM Birds b WHERE b.bid IN (SELECT DISTINCT S.bid FROM Sightings S WHERE S.oid = (SELECT MAX(S.oid) FROM Sightings S GROUP BY S.oid))	empty
2014	50097068	3	invalid syntax	"select bid from sightings where observers.oid = sightings .oid and sightings.oid = (select oid from sighting where sightings.when = ""12/15/2013"" group by bid having max(distinct bid))"	SELECT bid FROM Sightings WHERE Observers.oid = Sightings.oid AND Sightings.oid = (SELECT oid FROM Sightings WHERE Sightings.when = date('2013-12-15') GROUP BY bid HAVING MAX(DISTINCT bid))	empty
2014	50097165	7	incorrect syntax	"select distinct bid from (select oid from (select max(numbirds) from (select count(*) from sightings where when = ""12-15-2013"" group by oid) numbirds))"	SELECT DISTINCT bid FROM (SELECT oid FROM (SELECT MAX(numbirds) FROM (SELECT Count(*) FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid) numbirds))	empty
2014	50097166	6	empty	select count(distinct(b.species)) from Birds b natural join sightings s natural join observers o where s.bid > all(select count(s.bid) from sightings s where when = '12/15/13' group by oid)	SELECT Count(DISTINCT b.species) FROM Birds b NATURAL JOIN Sightings s NATURAL JOIN Observers o WHERE s.bid > ALL(SELECT Count(bid) FROM Sightings s WHERE when = date('2013-12-15') GROUP BY oid)	empty
2014	50097186	7	empty	"select bid from birds where exists (select oid, bid from sightings having count(*) = (select count(*) from sightings s where s.when = ""15-Dec-2013"" group by bid order by bid DESC limit 1) group by bid)"	"SELECT MAX(bid) FROM Sightings WHERE Count(bid) IN (SELECT Sightings.oid, Count(DISTINCT bid) FROM Sightings WHERE when = date('2013-12-15') GROUP BY Sightings.oid HAVING Count(*) > 1)"	empty
2014	50097200	3	"fix some typos, when --> col_when"	"SELECT DISTINCT COUNT(B.species) from Birds B WHERE B.BID = (SELECT B.BID from Birds B, Sightings  s1 WHERE B1.bid = s1.sid AND s1.When = '12/15/13')"	"SELECT DISTINCT Count(B.species) FROM Birds B WHERE B.bid = (SELECT B1.bid FROM Birds B1, Sightings s1 WHERE B1.bid = s1.bid AND s1.When = date('2013-12-15'))"	"SELECT DISTINCT Count(B.species) FROM Birds B WHERE B.bid = (SELECT B1.bid FROM Birds B1, Sightings s1 WHERE B1.bid = s1.bid AND s1.col_when = date('2013-12-15'))"
2014	50097205	9	change position of MAX	Select Count(distinct bid) from Sightings where oid in (select oid from sightings  group by oid having (count(*) = max(select count(*) from sightings where when = '12/15/13' group by oid)))	SELECT Count(DISTINCT bid) FROM Sightings WHERE oid IN (SELECT oid FROM Sightings  GROUP BY oid HAVING count(*) = MAX(SELECT Count(*) FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid))	SELECT Count(DISTINCT bid) FROM Sightings WHERE oid IN (SELECT oid FROM Sightings  GROUP BY oid HAVING count(*) = (SELECT MAX(Count(*)) FROM Sightings WHERE col_when = date('2013-12-15') GROUP BY oid))
2014	50097207	3	empty	"Select distinct species from Sightings natural join (select oid, sum(oid) as sum_oid from Sightings group by oid) as M where when = ""12/15/13"""	"SELECT DISTINCT species FROM Sightings NATURAL JOIN (SELECT oid, SUM(oid) as sum_oid FROM Sightings GROUP BY oid) AS M WHERE when = date('2013-12-15')"	empty
2014	50097210	4	empty	"select distinct b.species from Birds b, Sightings s2 where s2.bid = b.bid group by b.species having count(s2.bid) >= all(select count(s1.bid) from sightings s1 where when = ""12/15/13"")"	"SELECT DISTINCT b.species FROM Birds b, Sightings s2 WHERE s2.bid = b.bid GROUP BY b.species HAVING Count(s2.bid) >= ALL(SELECT Count(s1.bid) FROM Sightings s1 WHERE when = date('2013-12-15'))"	empty
2014	50097214	3	incomplete	"[incomplete] select count(distinct(species)) from Birds, Sightings where oid in (select oid from Observers)"	empty	empty
2014	50097223	6	empty	SELECT COUNT(DISTINCT species) FROM Birds WHERE bid IN (SELECT bid FROM Sightings WHERE oid = (SELECT oid FROM Sightings WHERE when = '12/15/13' GROUP BY oid HAVING count(oid) = (SELECT MAX(count(oid)) FROM Sightings WHERE when = '12/15/13' GROUP BY oid)))	SELECT Count(DISTINCT species) FROM Birds WHERE bid IN (SELECT bid FROM Sightings WHERE oid = (SELECT oid FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid HAVING Count(oid) = (SELECT MAX(Count(oid)) FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid)))	empty
2014	50097356	15	empty	"select count(*) from (select distinct bid from sightings where oid IN (select s2.oid from sightings s2 where s2.date = 'December 15, 2013' group by s2.oid having count(*) = (select max(BN) from (select oid, count(*) from sightings s1 where s1.date = 'December 15, 2013' group by oid) BN)))"	"SELECT Count(*) FROM (SELECT DISTINCT bid FROM Sightings WHERE oid IN (SELECT s2.oid FROM Sightings s2 WHERE s2.date = date('2013-12-15') GROUP BY s2.oid HAVING Count(*) = (SELECT MAX(BN) FROM (SELECT oid, Count(*) FROM Sightings s1 WHERE s1.date = date('2013-12-15') GROUP BY oid) BN)))"	empty
2014	50097439	6	fix some typos	"select count(*) from (select distinct species from birds B, sightings S1 where S1.bid = B.bid and S1.oid = (select oid, bid, count(*) from sightings group by bid having count = (select max(bid) from (select oid, count(*) from sightings where when = '12/15/13' group by bid) S)))"	"SELECT Count(*) FROM (SELECT DISTINCT species FROM Birds B, Sightings S1 WHERE S1.bid = B.bid AND S1.oid = (SELECT oid, bid, Count(*) FROM Sightings GROUP BY bid HAVING Count(*) = (SELECT MAX(bid) FROM (SELECT bid, Count(*) from Sightings WHERE when = date('2013-12-15') GROUP BY bid) S)))"	empty
2014	50097451	7	merge 2 queries into one		"SELECT S2.oid FROM Sightings S2 WHERE Count(*) = (SELECT MAX(A.BC) AS MAXX FROM (SELECT S.oid, Count(S.bid) AS BC FROM Sightings S WHERE S.date = date('2013-12-15') GROUP BY S.oid) A)"	empty
2014	50097453	9	change posistion of WHERE clause	select count distinct b.species from Birds b where b.bid in (select s3.bid from sightings s3 where s3.oid = (select s.oid from sightings s group by oid having count(*) = (select MAX(MO) from (select count(*) as MO from sightings s2 group by s2.oid where date = '12/15/2013'))))	SELECT DISTINCT b.species FROM Birds b WHERE b.bid IN (SELECT s3.bid FROM Sightings s3 WHERE s3.oid = (SELECT s.oid FROM Sightings s GROUP BY oid HAVING Count(*) = (SELECT MAX(MO) FROM (SELECT Count(*) AS MO FROM Sightings s2 GROUP BY s2.oid WHERE date = date('2013-12-15')))))	SELECT DISTINCT b.species FROM Birds b WHERE b.bid IN (SELECT s3.bid FROM Sightings s3 WHERE s3.oid = (SELECT s.oid FROM Sightings s GROUP BY oid HAVING Count(*) = (SELECT MAX(MO) FROM (SELECT Count(*) AS MO FROM Sightings s2 WHERE date = date('2013-12-15') GROUP BY s2.oid))))
2014	50097463	9	empty	"select count distinct b.species from birds b, sightings s where b.bid = s.bid and s.oid = (select d.oid from sightings d group by d.oid having count(*) = (select max(c.oid_count) from (select o.oid, count(o.*) as oid_count from sightings o where o.when = DATE('15-DEC-2013') group by o.oid) c))"	"SELECT DISTINCT b.species FROM Birds b, Sightings s WHERE b.bid = s.bid AND s.oid = (SELECT d.oid FROM Sightings d GROUP BY d.oid HAVING Count(*) = (SELECT MAX(c.oid_count) FROM (SELECT o.oid, count(o.*) AS oid_count FROM Sightings o WHERE o.when = date('2013-12-15') GROUP BY o.oid) c))"	"SELECT DISTINCT b.species FROM Birds b, Sightings s WHERE b.bid = s.bid AND s.oid = (SELECT d.oid FROM Sightings d GROUP BY d.oid HAVING Count(*) = (SELECT MAX(c.oid_count) FROM (SELECT o.oid, count(*) AS oid_count FROM Sightings o WHERE o.col_when = date('2013-12-15') GROUP BY o.oid) c))"
2014	50097468	12	empty	"select distinct B.species from Birds B, Observers O, Sightings S where B.bid = S.bid and O.oid = S.oid and O.oid = (select S.oid, count(*) as cnt from sightings  where date = DATE('12/15/2013') group by S.oid order by cnt desc limit 1)"	"SELECT DISTINCT B.species FROM Birds B, Observers O, Sightings S WHERE B.bid = S.bid AND O.oid = S.oid AND O.oid = (SELECT S.oid, Count(*) AS cnt FROM Sightings WHERE date = date('2013-12-15') GROUP BY S.oid ORDER BY cnt DESC LIMIT 1)"	empty
2014	50097481	3	incomplete	"[incomplete] select sum(distinct B.species) from (select B.species, O.oid from Birds B, Sightings S, Observers O where O.oid = (select oid from Observers where ...))"	empty	empty
2014	50097482	9	empty	"SELECT COUNT(DISTINCT bid) FROM Observers, Sightings WHERE oid IN (SELECT oid FROM SIGHTINGS WHERE when = '12/15/2013' GROUP BY oid HAVING COUNT(DISTINCT bid) >= MAX(COUNT(DISTINCT bid)))"	"SELECT Count(DISTINCT bid) FROM Observers, Sightings WHERE oid IN (SELECT oid FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid HAVING Count(DISTINCT bid) >= MAX(Count(DISTINCT bid)))"	empty
2014	50097484	3	change from Count --> Count(*)	"SELECT COUNT FROM OBSERVERS O, SIGHTINGS S WHERE S.WHEN = '12/15/13' AND O.OID = S.OID"	"SELECT COUNT FROM OBSERVERS O, SIGHTINGS S WHERE S.WHEN = date('2013-12-15') AND O.OID = S.OID"	"SELECT Count(*) FROM OBbservers O, Sightings S WHERE S.when = date('2013-12-15') AND O.oid = S.oid"
2014	50097486	9	???	"select distinct (species) from Birds b, Sightings s, Observers o where b.bid = s.bid and o.oid = (select oid from (select max(count(bid)), oid from sightings group by oid))"	"SELECT DISTINCT species FROM Birds b, Sightings s, Observers o WHERE b.bid = s.bid AND o.oid = (SELECT oid FROM (SELECT MAX(Count(bid)), oid FROM Sightings GROUP BY oid))"	empty
2014	50097507	3	incorrect syntax	[invalid syntax]	empty	empty
2014	50097508	12	empty	"Select DISTINCT (A.bid) from Sightings A, (Select oid, count(*) as cnt from Sightings where date = '15/12/2013' group by oid order by cnt DESC limit 1) as B where A.oid = B.oid"	"SELECT DISTINCT (A.bid) FROM Sightings A, (SELECT oid, Count(*) AS cnt FROM Sightings WHERE date = date('2013-12-15') GROUP BY oid ORDER BY cnt DESC LIMIT 1) AS B WHERE A.oid = B.oid"	empty
2014	50097590	9	empty	"select COUNT(DISTINCT S.bid) from Sightings S where s.oid = (select S.oid, MAX(COUNT(S.oid)) from Sightings S where when = '09/15/2013' group by (s.oid))"	"SELECT COUNT(DISTINCT S.bid) FROM Sightings S WHERE s.oid = (SELECT S.oid, MAX(Count(S.oid)) FROM Sightings S WHERE when = date('2013-12-15') GROUP BY (S.oid))"	empty
2014	50097597	12	empty	"SELECT DISTINCT SPECIES FROM Birds WHERE bid = ANY(SELECT BID FROM SIGHTINGS WHERE OID = (SELECT oid from sightings where when = '15-Dec-2013' group by oid having count(*) = (select max(sd) from (select oid, count(*) as sd from sightings where when = '15-Dec-2013' group by oid))))"	"SELECT DISTINCT species FROM Birds WHERE bid = ANY(SELECT bid FROM Sightings WHERE oid = (SELECT oid FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid HAVING Count(*) = (SELECT MAX(sd) FROM (SELECT oid, Count(*) AS sd FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid))))"	empty
2014	50097709	0	relational algebra	[relational algebra instead of SQL query]	empty	empty
2014	50097711	12	incorrect syntax	"SELECT DISTINCT S2.bid from Sightings S2 where S2.oid = Mipid in (Select Mipid as Mipid, Max(Most) from (Select s.oid as Mipid, count(*) as Most from Sightings S where S.when = '12/15/13' group by S.oid))"	"SELECT DISTINCT S2.bid FROM Sightings S2 WHERE S2.oid = Mipid IN (SELECT Mipid AS Mipid, Max(Most) FROM (SELECT s.oid AS Mipid, Count(*) AS Most FROM Sightings S WHERE S.when = date('2013-12-15') GROUP BY S.oid))"	empty
2014	50097741	7	empty	"select count(distinct(species)) from Birds, Observers, Sightings where count(*) > (select max(count(*)) from sightings where Sightings.oid = Observers.oid and Sightings.when = '15-Dec-2013' group by oid) group by species"	"SELECT Count(DISTINCT species) FROM Birds, Observers, Sightings WHERE Count(*) > (SELECT MAX(Count(*)) FROM Sightings WHERE Sightings.oid = Observers.oid AND Sightings.when = date('2013-12-15') GROUP BY oid) GROUP BY species"	empty
2014	50097742	12	empty	"Select Distinct b1.species from birds b1, observers o1, sightings s1 where b1.bid = s1.bid and s1.oid = o1.oid and o1.oid = (select obs_id from (select o.oid as obs_id, count(*) AS cnt from observers o, sightings s where s.when = '15/12/13' and s.oid = o.oid group by o.oid) x order by x.cnt desc limit 1)"	"SELECT DISTINCT b1.species FROM Birds b1, Observers o1, Sightings s1 WHERE b1.bid = s1.bid AND s1.oid = o1.oid AND o1.oid = (SELECT obs_id FROM (SELECT o.oid AS obs_id, Count(*) AS cnt FROM Observers o, Sightings s WHERE s.when = date('2013-12-15') AND s.oid = o.oid GROUP BY o.oid) x ORDER BY x.cnt DESC  LIMIT 1)"	empty
2014	50097747	9	empty	"Select count(Distinct A.bid) From Sightings A where A.oid = (Select B.oid from Sightings B group by B.oid having when = TO_DATE(""12/15/2014"", ""mm/dd/yyyy"") AND COUNT(*) = (Select Max Count(*) from Sightings C group by C.oid having when = TO_DATE(""12/15/2014"", ""mm/dd/yyyy"")))"	SELECT Count(DISTINCT A.bid) FROM Sightings A WHERE A.oid = (SELECT B.oid FROM Sightings B GROUP BY B.oid HAVING when = date('2013-12-15') AND Count(*) = (SELECT MAX(Count(*)) FROM Sightings C GROUP BY C.oid HAVING when = date('2013-12-15')))	empty
2014	50097773	3	change position of WHERE clause	select DISTINCT species from Birds where bid = (select bid from Sightings where bid > all(select bid from Sightings group by oid where when  = '12/15/2013'))	SELECT DISTINCT species FROM Birds WHERE bid = (SELECT bid FROM Sightings WHERE bid > ALL(SELECT bid FROM Sightings GROUP BY oid WHERE when  = date('2013-12-15')))	SELECT DISTINCT species FROM Birds WHERE bid = (SELECT bid FROM Sightings WHERE bid > ALL(SELECT bid FROM Sightings WHERE col_when  = date('2013-12-15') GROUP BY oid))
2014	50097870	15	empty	"Select count(distinct B.species) as dcounts, o.name from Birds b, Observers o, Sightings s group by o.name having o.oid = (select o.oid from Observers o2, Sightings s2 where s2.when = '12/14/13' AND count(bid) = max(count(bid)))"	"SELECT Count(DISTINCT B.species) AS dcounts, o.name from Birds b, Observers o, Sightings s GROUP BY o.name HAVING o.oid = (SELECT o.oid FROM Observers o2, Sightings s2 WHERE s2.when = date('2013-12-15') AND Count(bid) = MAX(Count(bid)))"	empty
2014	50097877	6	empty	"Select COUNT(DISTINCT species) from Birds b, Observers O where oid = (select oid from Sightings where count(*) = ALL(select max(count(*)) from Sightings where when = '12/15/2013' group by oid))"	"SELECT Count(DISTINCT species) FROM Birds b, Observers O WHERE oid = (SELECT oid FROM Sightings WHERE Count(*) = ALL(SELECT MAX(Count(*)) FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid))"	empty
2014	50097879	3	invalid syntax	select distinct species from Birds where bid in (select bid from sightings where when = '12-15-2013' having max(count(bid)))	SELECT DISTINCT species FROM Birds WHERE bid IN (SELECT bid FROM Sightings WHERE when = date('2013-12-15') HAVING MAX(Count(bid)))	empty
2014	50097884	12	change the query to make it correct	select distinct species from birds where bid in (select bid from sightings where oid in (select max(most) from sightings in (select count(*) as most from sightings where when = '12/15/13' group by oid)))	SELECT DISTINCT species FROM Birds WHERE bid IN (SELECT bid FROM Sightings WHERE oid IN (SELECT MAX(most) FROM (SELECT Count(*) AS most FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid)))	empty
2014	50097897	4	merge 2 queries into one	"SELECT COUNT(distinct B.bid) FROM Birds B, Observers O WHERE O.oid = (SELECT S.oid as mb FROM Sightings S WHERE S.when = ""December 15, 2013"" ORDER BY oid Desc LIMIT 1)"	"SELECT Count(DISTINCT B.bid) FROM Birds B, Observers O WHERE O.oid = (SELECT S.oid as mb FROM Sightings S WHERE S.when = date('2013-12-15') ORDER BY oid DESC LIMIT 1)"	empty
2014	50097962	3	empty	"Select Max(*) from (Select Count(Distinct *) as count from Sightings S, Birds B, Observers O where S.bid = B.bid Group by O.oid Having S.when = ""15/12/13"")"	"SELECT MAX(*) FROM (SELECT Count(DISTINCT *) as count FROM Sightings S, Birds B, Observers O WHERE S.bid = B.bid GROUP BY O.oid HAVING S.when = date('2013-12-15'))"	empty
2014	50097963	9	empty	"select distinct b.species from Birds b, Sightings s where s.bid = b.bid and o.oid = (select oid from (select oid, count(bid) as cb from Sightings group by oid having cb = (select max(countbird) from (select oid, count(bid) as countbird from sightings where when = ""15/12/14"" group by oid))))"	"SELECT DISTINCT b.species FROM Birds b, Sightings s WHERE s.bid = b.bid AND o.oid = (SELECT oid FROM (SELECT oid, Count(bid) AS cb FROM Sightings GROUP BY oid HAVING cb = (SELECT MAX(countbird) FROM (SELECT oid, Count(bid) AS countbird FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid))))"	empty
2014	50097971	12	empty	"SELECT COUNT(DISTINCT bid) FROM Sightings where oid in (SELECT oid from (SELECT oid, max(count(*)) FROM Sightings WHERE when = '15/12/13' GROUP BY oid))"	"SELECT Count(DISTINCT bid) FROM Sightings WHERE oid IN (SELECT oid FROM (SELECT oid, MAX(Count(*)) FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid))"	empty
2014	50097978	7	"add parenthesis for subquery, change position of WHERE clause"	"Select COUNT( DISTINCT b.species) FROM Birds b NATURAL JOIN SIGHTINGS S NATURAL JOIN Observers O where O.oid = (Select oid from TEMP where countSightings = SELECT max(countSightings) from (Select oid, count(bid) as countSightings FROM Sightings GROUP BY oid WHERE when = Date(""12/15/13"")) TEMP)"	"SELECT Count(DISTINCT b.species) FROM Birds b NATURAL JOIN Sightings S NATURAL JOIN Observers O WHERE O.oid = (SELECT oid FROM TEMP WHERE countSightings = SELECT MAX(countSightings) FROM (SELECT oid, Count(bid) AS countSightings FROM Sightings GROUP BY oid WHERE when = date('2013-12-15')) TEMP)"	"SELECT Count(DISTINCT b.species) FROM Birds b NATURAL JOIN Sightings S NATURAL JOIN Observers O WHERE O.oid = (SELECT oid FROM TEMP WHERE countSightings = (SELECT MAX(countSightings) FROM (SELECT oid, Count(bid) AS countSightings FROM Sightings WHERE col_when = date('2013-12-15') GROUP BY oid) TEMP))"
2014	50097989	12	empty	SELECT COUNT(DISTINCT S.bid) FROM Sightings S WHERE S.oid = (SELECT S.oid FROM Sightings S WHERE when = '12/15/13' ORDER BY COUNT(S.oid) DESC LIMIT 1)	SELECT Count(DISTINCT S.bid) FROM Sightings S WHERE S.oid = (SELECT S.oid FROM Sightings S WHERE when = date('2013-12-15') ORDER BY Count(S.oid) DESC LIMIT 1)	empty
2014	50097990	6	empty	"select count(distinct species) from Birds B, Sightings S Where B.bid = S.bid and S.oid IN (select MAX(COUNT O.oid) From Observers O where O.oid = S.oid and S.when = '12/15/13' group by O.oid) "	"SELECT Count(DISTINCT species) FROM Birds B, Sightings S WHERE B.bid = S.bid AND S.oid IN (SELECT MAX(Count(O.oid)) FROM Observers O WHERE O.oid = S.oid AND S.when = date('2013-12-15') GROUP BY O.oid) "	empty
2014	50097995	12	empty	"SELECT DISTINCT (B.SPECIES) FROM BIRDS B WHERE B.BID = (SELECT S1.BID FROM SIGHTINGS S1 WHERE S1.WHEN = '12/15/13' AND S1.OID = (SELECT S2.OID FROM (SELECT S3.OID, COUNT(*) AS CT FROM SIGHTINGS S3 GROUP BY S3.OID ORDER BY CT DESC LIMIT 1) S2))"	"SELECT DISTINCT B.species FROM Birds B WHERE B.bid = (SELECT S1.bid FROM Sightings S1 WHERE S1.when = '2013-12-15' AND S1.oid = (SELECT S2.oid FROM (SELECT S3.oid, Count(*) AS CT FROM Sightings S3 GROUP BY S3.oid ORDER BY CT DESC LIMIT 1) S2))"	empty
2014	50097998	9	add FROM clause to the subquery	"SELECT DISTINCT(COUNT(species)) FROM BIRDS WHERE bid IN (SELECT DISTINCT bid FROM SIGHTINGS, (SELECT OID, max(no_of_sightings) FROM (SELECT OID, COUNT(bid) AS no_of_sightings WHERE when = '2013-12-15' GROUP BY OID) A GROUP BY OID))"	"SELECT DISTINCT Count(species) FROM Birds WHERE bid IN (SELECT DISTINCT bid FROM Sightings, (SELECT oid, MAX(no_of_sightings) FROM (SELECT oid, Count(bid) AS no_of_sightings WHERE when = date('2013-12-15') GROUP BY oid) A GROUP BY oid))"	"SELECT DISTINCT Count(species) FROM Birds WHERE bid IN (SELECT DISTINCT bid FROM Sightings, (SELECT oid, MAX(no_of_sightings) FROM (SELECT oid, Count(bid) AS no_of_sightings FROM Sightings WHERE col_when = date('2013-12-15') GROUP BY oid) A GROUP BY oid))"
2014	50098005	3	answer in a different page	[answer on scratch page]	empty	empty
2014	50098013	9	empty	Select count(Distinct bid) from sightings where oid = (select s.oid from sightings s group by s.oid having count(*) = (select max(bird_count) from (select count(*) as bird_count from sightings s1 group by s1.oid)))	SELECT Count(DISTINCT bid) FROM Sightings WHERE oid = (SELECT s.oid FROM Sightings s GROUP BY s.oid HAVING Count(*) = (SELECT MAX(bird_count) FROM (SELECT Count(*) AS bird_count FROM Sightings s1 GROUP BY s1.oid)))	empty
2014	50098026	12	empty	"Select count(Distinct bid) From Sightings  where oid = (select oid, count(*) from Sightings where date = ""Dec 15, 2013"" group by oid having count(*) >= ALL(Select count(*) From Sightings where date = ""Dec 15, 2013"" group by oid))"	"SELECT Count(DISTINCT bid) FROM Sightings WHERE oid = (SELECT oid, Count(*) FROM Sightings WHERE date = date('2013-12-15') GROUP BY oid HAVING Count(*) >= ALL(SELECT Count(*) FROM Sightings WHERE date = date('2013-12-15') GROUP BY oid))"	empty
2014	50098028	15	empty	"Select count(Distinct(B.species)) as Distinct_species_count from Birds B, Observers O, Sightings S where B.bid = S.bid and O.oid = S.oid and O.oid in (Select S1.oid from Sightings S1 where S1.when = DATE(12/15/2013) group by s1.oid having count(*) >= (Select count(*) as man_count from Sightings S2  where S2.when = DATE(12/15/13) group by S2.oid order by man_count limit 1))"	"SELECT Count(DISTINCT B.species) AS Distinct_species_count FROM Birds B, Observers O, Sightings S WHERE B.bid = S.bid AND O.oid = S.oid AND O.oid IN (SELECT S1.oid FROM Sightings S1 WHERE S1.when = date('2013-12-15') GROUP BY S1.oid HAVING Count(*) >= (SELECT Count(*) AS man_count FROM Sightings S2 WHERE S2.when = date('2013-12-15') GROUP BY S2.oid ORDER BY man_count LIMIT 1))"	empty
2014	50098029	12	empty	"SELECT count(distinct species) FROM BIRDS B, SIGHTINGS S WHERE B.bid = S.bid GROUP BY oid HAVING count(*) = (SELECT max(num_birds) FROM (SELECT count(*) AS num_birds, oid FROM SIGHTINGS WHERE when = '12/15/13' group by oid) A)"	"SELECT Count(DISTINCT species) FROM Birds B, Sightings S WHERE B.bid = S.bid GROUP BY oid HAVING Count(*) = (SELECT MAX(num_birds) FROM (SELECT Count(*) AS num_birds, oid FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid) A)"	empty
2014	50098037	7	empty	"[incomplete] Select O.oid, Max(Count(Distinct(*))) from Sightings S, Observers O where O.bid = S.oid AND when = ""12/15/13"" GROUP BY O.oid"	"SELECT O.oid, MAX(Count(DISTINCT *)) FROM Sightings S, Observers O WHERE O.bid = S.oid AND when = date('2013-12-15') GROUP BY O.oid"	empty
